name,taxid,general_classification,alternative_names,pathogenic_sites,commensal_sites,status,high_consequence,pathology,host_organism,kingdom,phylum,class,order,family,genus,mol_type,reference,Additional references,assembly_accession,request_type
Cupriavidus metallidurans,119219,potential,,blood,,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,dna,"Langevin, Stephanie, et al. ""First case of invasive human infection caused by Cupriavidus metallidurans.""�Journal of clinical microbiology�49.2 (2011): 744-745.",,GCF_900185755.1,APL-derived
Desulfomicrobium orale DSM 12838,888061,primary,,,oral,putative,FALSE,,human,Pseudomonadati,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,dna,"Langendijk, P. S., et al. ""Isolation of Desulfomicrobium orale sp. nov. and Desulfovibrio strain NY682, oral sulfate-reducing bacteria involved in human periodontal disease.""International Journal of Systematic and Evolutionary Microbiology51.3 (2001): 1035-1044.",,GCF_001553625.1,APL-derived
Mycolicibacterium setense,431269,potential,,"blood, skin",,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,dna,"Lamy, Brigitte, et al. ""Mycobacterium setense sp. nov., a Mycobacterium fortuitum-group organism isolated from a patient with soft tissue infection and osteitis.""International Journal of Systematic and Evolutionary Microbiology58.2 (2008): 486-490.",,GCF_000805385.1,APL-derived
Massilia timonae,47229,opportunistic,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,dna,"La Scola, Bernard, et al. ""Massilia timonae gen. nov., sp. nov., isolated from blood of an immunocompromised patient with cerebellar lesions.""Journal of clinical microbiology36.10 (1998): 2847-2852.",,GCF_001866515.1,APL-derived
Campylobacter lanienae,75658,potential,,"gut, stool",,putative,FALSE,,human,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,dna,"Levesque, Simon, et al. ""First reported case of Campylobacter lanienae enteritis in a human.""�JMM Case Reports�3.3 (2016).",,GCF_902385725.1,APL-derived
Dolosigranulum pigrum,29394,opportunistic,,"blood, eye, resp, urine",resp,established,FALSE,,human,Bacillati,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,dna,"Lecuyer, Herve, et al. ""Dolosigranulum pigrum causing nosocomial pneumonia and septicemia.""�Journal of clinical microbiology�45.10 (2007): 3474-3475.",,GCF_007197715.1,APL-derived
Campylobacter volucris,1031542,potential,,blood,,putative,FALSE,,human,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,dna,"Kweon, Oh Joo, et al. ""First case report of Campylobacter volucris bacteremia in an immunocompromised patient.""Journal of clinical microbiology53.6 (2015): 1976-1978.",,GCF_008245045.1,APL-derived
Staphylococcus schleiferi,1295,opportunistic,,"blood, sputum",,established,FALSE,,human,Bacillati,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,dna,"Kumar, D., et al. ""Case of Staphylococcus schleiferi subspecies coagulans endocarditis and metastatic infection in an immune compromised host.""Transplant Infectious Disease9.4 (2007): 336-338.",,GCF_025558325.1,APL-derived
Rhizobium cauense,1166683,opportunistic,,"blood, sputum, stool, urine",,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,dna,"Kuchibiro, Tomokazu, et al. ""First case report of sepsis caused by Rhizobium pusense in Japan.""JMM case reports5.1 (2018).",https://www.sciencedirect.com/science/article/pii/S1198743X14001414,GCF_019511525.1,APL-derived
Sphingobacterium hotanense,649196,potential,,blood,,putative,FALSE,,human,Pseudomonadati,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,dna,"Kroumova, Vesselina, et al. ""From soil to blood: first human case of Sphingobacterium hotanense bacteraemia.""Infez Med25.1 (2017): 75-6.",,GCF_008274825.1,APL-derived
Acinetobacter variabilis,70346,opportunistic,,"blood, eye, stool, urine",,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,dna,"Krizova, Lenka, et al. ""Acinetobacter variabilis sp. nov.(formerly DNA group 15 sensu Tjernberg & Ursing), isolated from humans and animals.""International journal of systematic and evolutionary microbiology65.Pt 3 (2015): 857.",,GCF_030518655.1,APL-derived
Nocardia harenae NBRC 108248,1210074,potential,,blood,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,dna,"Kresch-Tronik, Nicole S., et al. ""Nocardia harenae, an uncommon causative organism of mycetoma: report on two patients.""Journal of medical microbiology61.8 (2012): 1153-1155.",,GCF_001612885.1,APL-derived
Francisella philomiragia,28110,opportunistic,,"blood, resp",,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,dna,"Kreitmann, Louis, et al. ""Disseminated infection caused by Francisella philomiragia, France, 2014.""Emerging infectious diseases21.12 (2015): 2260.",https://www.frontiersin.org/journals/cellular-and-infection-microbiology/articles/10.3389/fcimb.2023.1206972/full,GCF_018135955.1,APL-derived
Borrelia miyamotoi,47466,opportunistic,,blood,,established,TRUE,,human,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,dna,"Krause, Peter J., et al. ""Human Borrelia miyamotoi infection in the United States.""The New England journal of medicine368.3 (2013): 291.",,GCF_019668505.1,APL-derived
Bartonella tamiae Th307,1094559,opportunistic,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Attibartonella,dna,"Kosoy, Michael, et al. ""Bartonella tamiae sp. nov., a newly recognized pathogen isolated from three human patients from Thailand.""Journal of clinical microbiology46.2 (2008): 772-775.",,GCF_000279995.1,APL-derived
Eggerthia catenaformis,31973,opportunistic,,"abscess, blood, oral",stool,established,FALSE,,human,Bacillati,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Eggerthia,dna,"Kordjian, Hayarpi H., et al. ""First clinical description of Eggerthia catenaformis bacteremia in a patient with dental abscess.""Anaerobe35 (2015): 38-40.",,GCF_052169635.1,APL-derived
Frederiksenia canicola,123824,opportunistic,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Frederiksenia,dna,"Korczak, Bozena M., et al. ""Frederiksenia canicola gen. nov., sp. nov. isolated from dogs and human dog-bite wounds.""�Antonie van Leeuwenhoek�105 (2014): 731-741.",,GCF_011455495.1,APL-derived
Mycolicibacterium tokaiense,39695,potential,,abscess,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,dna,"Kondo, Akihide, et al. ""Caseous Necrotic Granuloma in the Pituitary Stalk Due to Nontuberculous Mycobacteria (Mycobacterium Tokaiense) Infection.""Neurologia medico-chirurgica46.2 (2006): 80-83.",,GCF_010725885.1,APL-derived
Sphingobacterium spiritivorum,258,opportunistic,,blood,,established,FALSE,,human,Pseudomonadati,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,dna,"Koh, Young Rae, et al. ""The first Korean case of Sphingobacterium spiritivorum bacteremia in a patient with acute myeloid leukemia.""Annals of laboratory medicine33.4 (2013): 283-287.",,GCF_016725645.1,APL-derived
Streptococcus iniae,1346,opportunistic,,blood,,established,FALSE,,human,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dna,"Koh, Tse Hsien, Asok Kurup, and John Chen. ""Streptococcus iniae discitis in Singapore.""Emerging infectious diseases10.9 (2004): 1694.",,GCF_000831485.1,APL-derived
Streptomyces lanatus,66900,potential,,resp,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,dna,"Kofteridis, Diamantis P., et al. ""Streptomyces pneumonia in an immunocompetent patient: a case report and literature review.""Diagnostic microbiology and infectious disease59.4 (2007): 459-462.",,GCF_014655715.1,APL-derived
Paenibacillus sinensis,2834413,potential ,,blood,,putative,FALSE,,human,Bacillati,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,dna,"Ko, Kwan Soo, et al. ""Paenibacillus konsidensis sp. nov., isolated from a patient.""International journal of systematic and evolutionary microbiology58.9 (2008): 2164-2168.",,GCF_019904155.1,APL-derived
Bordetella ansorpii,288768,potential,,"abscess, skin",,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,dna,"Ko, Kwan Soo, et al. ""New species of Bordetella, Bordetella ansorpii sp. nov., isolated from the purulent exudate of an epidermal cyst.""Journal of clinical microbiology43.5 (2005): 2516-2519.",,GCF_900078705.1,APL-derived
Bacillus dakarensis,1926278,potential,,blood,,putative,FALSE,,human,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Robertmurraya,dna,"Ko, Kwan Soo, et al. ""Bacillus infantis sp. nov. and Bacillus idriensis sp. nov., isolated from a patient with neonatal sepsis.""International journal of systematic and evolutionary microbiology56.11 (2006): 2541-2544.",,GCF_900156875.1,APL-derived
Bacillus infantis,324767,potential,,blood,,putative,FALSE,,human,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,dna,"Ko, Kwan Soo, et al. ""Bacillus infantis sp. nov. and Bacillus idriensis sp. nov., isolated from a patient with neonatal sepsis.""International journal of systematic and evolutionary microbiology56.11 (2006): 2541-2544.",,GCF_040703065.1,APL-derived
Microbacterium sp.,51671,potential,,blood,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,dna,"Ko, Kwan Soo, et al. ""A new Microbacterium species isolated from the blood of a patient with fever: Microbacterium pyrexiae sp. nov.""Diagnostic microbiology and infectious disease57.4 (2007): 393-397.",,GCF_002707035.1,APL-derived
Streptococcus equinus,1335,opportunistic,,blood,,established,FALSE,,human,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dna,"Klein, Robert S., et al. ""Streptococcus equinus septicemia: report of two cases and review of the literature.""The American journal of the medical sciences279.2 (1980): 99-103.",,GCF_049393805.1,APL-derived
Rhodococcus corynebacterioides,53972,potential,,blood,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcoides,dna,"Kitamura, Yuka, et al. ""First report of sepsis caused by Rhodococcus corynebacterioides in a patient with myelodysplastic syndrome.""Journal of clinical microbiology50.3 (2012): 1089-1091.",,GCF_001646675.1,APL-derived
Acinetobacter seifertii,1530123,opportunistic,,"blood, resp",,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,dna,"Kishii, Kozue, et al. ""The first cases of human bacteremia caused by Acinetobacter seifertii in Japan.""Journal of Infection and Chemotherapy22.5 (2016): 342-345.",,GCF_016064815.1,APL-derived
Dyella japonica UNC79MFTsu3.2,1380365,potential,,blood,,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella,dna,"Kiratisin, Pattarachai, et al. ""Dyella japonica bacteremia in hemodialysis patient.""Emerging infectious diseases13.8 (2007): 1266.",,GCF_000620485.1,APL-derived
Roseomonas mucosa,207340,opportunistic,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Roseomonas,dna,"Kim, Yu Kyung, et al. ""Two cases of bacteremia due to Roseomonas mucosa.""Annals of laboratory medicine36.4 (2016): 367-370.",,GCF_006384915.1,APL-derived
Rickettsia monacensis,109232,opportunistic,,blood,,established,TRUE,,human,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,dna,"Kim, Yeon_Sook, et al. ""First isolation of Rickettsia monacensis from a patient in South Korea.""�Microbiology and immunology�61.7 (2017): 258-263.",,GCF_000499665.2,APL-derived
Vreelandella hamiltonii,502829,opportunistic,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Vreelandella,dna,"Kim, Kwang Kyu, et al. ""Halomonas stevensii sp. nov., Halomonas hamiltonii sp. nov. and Halomonas johnsoniae sp. nov., isolated from a renal care centre.""International journal of systematic and evolutionary microbiology60.2 (2010): 369-377.",,GCF_014651795.1,APL-derived
Vreelandella stevensii S18214,1177117,potential,,blood,,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Vreelandella,dna,"Kim, Kwang Kyu, et al. ""Halomonas stevensii sp. nov., Halomonas hamiltonii sp. nov. and Halomonas johnsoniae sp. nov., isolated from a renal care centre.""International journal of systematic and evolutionary microbiology60.2 (2010): 369-377.",,GCF_000275725.1,APL-derived
Slackia exigua,84109,opportunistic,,"abscess, oral, gut",oral,established,FALSE,,human,Bacillati,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,dna,"Kim, Keun-Sung, et al. ""Characterization of Slackia exigua isolated from human wound infections, including abscesses of intestinal origin.""Journal of clinical microbiology48.4 (2010): 1070-1075.",,GCF_900450505.1,APL-derived
Parabacteroides chongii,2685834,potential,,blood,,putative,FALSE,,human,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,dna,"Kim, Hyunsoo, et al. ""Parabacteroides chongii sp. nov., isolated from blood of a patient with peritonitis.""Journal of Microbiology56.10 (2018): 722-726.",,GCF_029581355.1,APL-derived
Mycobacterium paraense,767916,potential,,sputum,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,dna,"Kim, Byoung-Jun, et al. ""Mycobacteriumparakoreense sp. nov., a slowly growing non-chromogenic species related to Mycobacterium koreense, isolated from a human clinical specimen.""International journal of systematic and evolutionary microbiology63.Pt_6 (2013): 2301-2308.",,GCF_025823385.1,APL-derived
Acinetobacter septicus,465797,opportunistic,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,dna,"Kilic, Abdullah, et al. ""Acinetobacter septicus sp. nov. association with a nosocomial outbreak of bacteremia in a neonatal intensive care unit.""Journal of Clinical Microbiology46.3 (2008): 902-908.",,GCF_019355975.1,APL-derived
Mycobacterium tuberculosis variant pinnipedii,194542,potential,,,,established,TRUE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,dna,"Kiers, Albert, et al. ""Transmission of Mycobacterium pinnipedii to humans in a zoo with marine mammals.""The International Journal of Tuberculosis and Lung Disease12.12 (2008): 1469-1473.",,GCF_002982275.1,APL-derived
Campylobacter blaseri,2042961,primary,,"blood, stool",,established,FALSE,,human,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,dna,"Kiehlbauch, J. A., et al. ""Campylobacter butzleri sp. nov. isolated from humans and animals with diarrheal illness.""Journal of Clinical Microbiology29.2 (1991): 376-385.",https://wwwnc.cdc.gov/eid/article/12/2/05-0570_article,GCF_013201895.1,APL-derived
Exiguobacterium acetylicum,41170,potential,,blood,,putative,FALSE,,human,Bacillati,Bacillota,Bacilli,Bacillales,,Exiguobacterium,dna,"Keynan, Yoav, Gabriel Weber, and Hannah Sprecher. ""Molecular identification of Exiguobacterium acetylicum as the aetiological agent of bacteraemia.""Journal of medical microbiology56.4 (2007): 563-564.",,GCF_018604565.1,APL-derived
Trueperella pyogenes,1661,opportunistic,,"abscess, blood",,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Trueperella,dna,"Kavitha, Kannaiyan, et al. ""Three cases of Arcanobacterium pyogenes-associated soft tissue infection.""Journal of medical microbiology59.6 (2010): 736-739.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6600626/,GCF_001281085.1,APL-derived
Tsukamurella strandjordii,147577,potential,,blood,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,Tsukamurella,dna,"Kattar, Mireille M., et al. ""Tsukamurella strandjordae sp. nov., a proposed new species causing sepsis.""Journal of clinical microbiology39.4 (2001): 1467-1476.",,GCF_039525985.1,APL-derived
Gordonia iterans,1004901,potential,,sputum,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,dna,"Kang, Ying-Qian, et al. ""Gordonia iterans sp. nov., isolated from a patient with pneumonia.""International journal of systematic and evolutionary microbiology64.Pt_10 (2014): 3520-3525.",,GCF_002993285.1,APL-derived
